                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                0.60584,                0.37619,                0.90638,                0.97988,                0.95318,                0.98647,                0.77831,                0.78431,                0.37226,                 1.0575,               0.007327,               0.007327,               0.007327
                     84,                0.60423,                0.37476,                0.90718,                0.97591,                0.95771,                0.98658,                 0.7705,                0.79197,                0.36579,                 1.0504,               0.007294,               0.007294,               0.007294
                     85,                0.59093,                0.36751,                0.89512,                0.98465,                0.95736,                  0.986,                0.77266,                0.79577,                0.37892,                 1.0573,               0.007261,               0.007261,               0.007261
                     86,                0.59736,                0.37591,                0.90007,                0.97109,                0.96077,                0.98827,                0.77532,                0.78634,                0.37176,                 1.0485,               0.007228,               0.007228,               0.007228
                     87,                0.60493,                0.37664,                0.90544,                0.97618,                0.96052,                0.98718,                0.76757,                0.79502,                 0.3673,                  1.065,               0.007195,               0.007195,               0.007195
                     88,                0.58691,                0.37045,                 0.9014,                 0.9777,                0.96474,                0.98554,                0.77243,                0.79022,                0.37452,                 1.0682,               0.007162,               0.007162,               0.007162
                     89,                 0.5842,                0.36681,                0.90137,                0.97687,                0.96743,                0.98738,                 0.7809,                0.78377,                0.37516,                 1.0605,               0.007129,               0.007129,               0.007129
                     90,                0.57784,                0.36379,                0.89972,                0.97694,                0.96024,                0.98764,                0.77842,                0.78748,                 0.3695,                   1.06,               0.007096,               0.007096,               0.007096
                     91,                0.57671,                0.36673,                0.89602,                0.98068,                0.95927,                0.98888,                0.77691,                0.78624,                0.35912,                 1.0679,               0.007063,               0.007063,               0.007063
                     92,                0.57305,                0.36091,                0.89683,                0.98346,                  0.963,                0.98749,                0.77626,                0.78727,                0.37385,                 1.0525,                0.00703,                0.00703,                0.00703
                     93,                 0.5815,                0.36435,                0.89844,                0.97764,                0.95299,                0.98721,                0.77516,                0.77393,                0.37002,                 1.0443,               0.006997,               0.006997,               0.006997
                     94,                0.57528,                0.35761,                0.89171,                0.97302,                0.96499,                0.98734,                0.77773,                0.77606,                0.36356,                 1.0487,               0.006964,               0.006964,               0.006964
                     95,                0.57406,                0.35835,                0.89721,                0.97951,                0.95792,                0.98696,                0.77658,                0.78303,                0.36257,                 1.0565,               0.006931,               0.006931,               0.006931
                     96,                0.56767,                0.35366,                0.89337,                0.97051,                0.96629,                0.98625,                 0.7782,                 0.7839,                0.35894,                 1.0648,               0.006898,               0.006898,               0.006898
                     97,                0.56408,                0.36019,                0.89301,                0.97947,                0.95705,                 0.9873,                0.78059,                0.78126,                0.36506,                 1.0592,               0.006865,               0.006865,               0.006865
                     98,                0.55908,                0.35363,                0.88698,                 0.9824,                0.95693,                0.98677,                0.77591,                0.78001,                0.36594,                  1.061,               0.006832,               0.006832,               0.006832
                     99,                0.57013,                0.35793,                0.89338,                0.97534,                0.95615,                0.98689,                0.77667,                0.77509,                0.36601,                  1.055,               0.006799,               0.006799,               0.006799
                    100,                0.56281,                0.35085,                0.88926,                0.98075,                0.96205,                0.98715,                0.78249,                0.77055,                0.37399,                 1.0428,               0.006766,               0.006766,               0.006766
                    101,                0.56559,                0.35848,                0.89179,                0.97941,                0.96632,                0.98675,                0.77807,                0.78199,                0.37086,                 1.0515,               0.006733,               0.006733,               0.006733
                    102,                0.55548,                  0.351,                0.88509,                 0.9789,                0.97464,                0.98642,                0.77525,                0.77786,                0.36759,                 1.0592,                 0.0067,                 0.0067,                 0.0067
                    103,                0.55648,                0.34894,                 0.8874,                0.98009,                0.96449,                0.98669,                0.77476,                0.77902,                0.36341,                 1.0555,               0.006667,               0.006667,               0.006667
                    104,                0.55197,                0.34727,                 0.8833,                0.97883,                0.96606,                0.98679,                 0.7793,                0.77247,                0.36023,                 1.0598,               0.006634,               0.006634,               0.006634
                    105,                0.54571,                0.34309,                0.88699,                0.97302,                0.96328,                0.98711,                 0.7781,                0.77109,                0.35564,                 1.0613,               0.006601,               0.006601,               0.006601
                    106,                 0.5546,                0.34614,                0.88918,                 0.9699,                 0.9695,                 0.9875,                0.78523,                0.76062,                0.35088,                 1.0584,               0.006568,               0.006568,               0.006568
                    107,                0.54077,                 0.3428,                0.88335,                0.97854,                0.96492,                0.98812,                0.77509,                0.77523,                0.35275,                  1.063,               0.006535,               0.006535,               0.006535
                    108,                0.54517,                0.34399,                0.87735,                0.97153,                0.96671,                0.98738,                0.78334,                0.76318,                0.35642,                 1.0465,               0.006502,               0.006502,               0.006502
                    109,                 0.5446,                0.34351,                 0.8826,                0.97408,                0.96439,                0.98705,                 0.7836,                0.76523,                0.35706,                 1.0539,               0.006469,               0.006469,               0.006469
                    110,                0.54242,                0.34412,                 0.8803,                0.97709,                0.96281,                0.98576,                0.78487,                0.76706,                0.35178,                 1.0464,               0.006436,               0.006436,               0.006436
                    111,                0.54732,                0.34054,                0.88437,                0.97686,                0.96493,                0.98808,                0.77721,                0.77185,                0.34309,                 1.0524,               0.006403,               0.006403,               0.006403
                    112,                0.54036,                0.33836,                0.88466,                0.97776,                0.96509,                0.98908,                0.78541,                0.77004,                0.34358,                 1.0462,                0.00637,                0.00637,                0.00637
                    113,                0.53419,                0.33514,                0.87937,                0.97505,                 0.9635,                0.98952,                0.77464,                0.77602,                0.34818,                 1.0563,               0.006337,               0.006337,               0.006337
                    114,                0.53287,                0.33555,                0.87452,                0.98017,                0.96156,                0.98949,                0.78068,                0.77694,                0.35437,                 1.0635,               0.006304,               0.006304,               0.006304
                    115,                0.53036,                 0.3324,                0.87453,                0.98222,                0.96408,                0.98747,                0.78137,                0.76865,                0.35571,                 1.0563,               0.006271,               0.006271,               0.006271
                    116,                0.53181,                0.33707,                0.87909,                0.98045,                0.96464,                0.98782,                0.78189,                0.75992,                0.34567,                  1.054,               0.006238,               0.006238,               0.006238
                    117,                0.51991,                0.32955,                0.87558,                0.97933,                0.96491,                0.98655,                0.78409,                0.77145,                0.34431,                 1.0515,               0.006205,               0.006205,               0.006205
                    118,                0.52841,                0.33893,                0.87585,                0.97871,                0.95853,                0.98511,                0.78491,                0.76602,                0.35432,                 1.0479,               0.006172,               0.006172,               0.006172
                    119,                0.52293,                0.33271,                0.87404,                0.98308,                0.95896,                 0.9833,                0.78203,                0.76018,                0.35224,                 1.0438,               0.006139,               0.006139,               0.006139
                    120,                0.51699,                 0.3255,                 0.8749,                0.97985,                0.96208,                0.99073,                0.78912,                 0.7675,                0.34318,                 1.0614,               0.006106,               0.006106,               0.006106
                    121,                0.52187,                0.32676,                0.87747,                0.98252,                 0.9653,                0.98965,                0.78389,                0.76489,                0.33768,                 1.0592,               0.006073,               0.006073,               0.006073
                    122,                0.51719,                0.32767,                0.87456,                0.98153,                0.96776,                0.99164,                0.78638,                0.76518,                0.34276,                 1.0596,                0.00604,                0.00604,                0.00604
                    123,                0.51251,                0.32422,                0.87036,                0.98007,                0.96929,                 0.9881,                0.78126,                0.76094,                0.34609,                 1.0528,               0.006007,               0.006007,               0.006007
                    124,                 0.5105,                0.32029,                0.87238,                0.97954,                 0.9677,                0.99209,                0.78444,                0.76243,                0.33313,                 1.0493,               0.005974,               0.005974,               0.005974
