                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                0.55903,                0.28788,                0.86825,                0.99796,                0.99927,                0.99478,                0.91375,                0.50182,                0.18973,                0.83661,               0.006568,               0.006568,               0.006568
                    107,                0.55253,                0.28611,                0.86941,                0.99787,                0.99927,                0.99478,                0.91373,                 0.5021,                0.19006,                0.83663,               0.006535,               0.006535,               0.006535
                    108,                0.55854,                0.28926,                0.87024,                0.99789,                0.99927,                0.99478,                0.91355,                0.50232,                0.18958,                0.83655,               0.006502,               0.006502,               0.006502
                    109,                0.55599,                0.28712,                0.87446,                0.99779,                0.99927,                0.99478,                0.91315,                0.50239,                0.18939,                0.83646,               0.006469,               0.006469,               0.006469
                    110,                0.55802,                0.29065,                0.86799,                 0.9978,                0.99927,                0.99478,                0.91339,                0.50233,                0.18908,                0.83619,               0.006436,               0.006436,               0.006436
                    111,                0.55774,                0.28713,                0.86884,                 0.9979,                0.99927,                0.99478,                0.91322,                0.50255,                0.18938,                0.83604,               0.006403,               0.006403,               0.006403
                    112,                0.55975,                0.28728,                0.86841,                0.99793,                0.99927,                0.99478,                0.91348,                0.50267,                0.18915,                0.83596,                0.00637,                0.00637,                0.00637
                    113,                0.55521,                0.28747,                 0.8668,                0.99794,                0.99927,                0.99478,                 0.9133,                0.50282,                0.18937,                0.83574,               0.006337,               0.006337,               0.006337
                    114,                0.55958,                0.28696,                0.87319,                0.99794,                0.99927,                0.99478,                0.91382,                 0.5028,                0.18969,                0.83582,               0.006304,               0.006304,               0.006304
                    115,                0.55429,                0.28705,                0.87033,                0.99811,                0.99927,                0.99478,                0.91383,                0.50279,                0.18971,                0.83588,               0.006271,               0.006271,               0.006271
                    116,                 0.5514,                0.28452,                0.86843,                0.99806,                0.99927,                0.99478,                0.91316,                0.50302,                0.19016,                0.83592,               0.006238,               0.006238,               0.006238
                    117,                0.54308,                 0.2728,                0.86917,                0.99809,                0.99927,                0.99478,                0.91355,                0.50285,                0.19006,                 0.8359,               0.006238,               0.006238,               0.006238
                    118,                0.55921,                 0.2834,                0.87735,                0.99803,                0.99927,                0.99478,                0.91398,                0.50283,                0.18992,                0.83583,               0.006172,               0.006172,               0.006172
                    119,                0.55913,                0.29037,                0.87728,                0.99793,                0.99927,                0.99478,                0.91445,                0.50251,                0.18879,                0.83573,               0.006139,               0.006139,               0.006139
                    120,                0.55624,                0.28609,                0.87375,                0.99801,                0.99927,                0.99478,                0.91467,                0.50238,                0.18876,                0.83566,               0.006106,               0.006106,               0.006106
                    121,                0.55308,                0.28548,                   0.87,                0.99804,                0.99927,                0.99478,                0.91393,                0.50265,                0.18929,                0.83577,               0.006073,               0.006073,               0.006073
                    122,                0.55383,                0.28227,                0.87479,                0.99778,                0.99927,                0.99478,                0.91367,                0.50269,                0.18892,                0.83581,                0.00604,                0.00604,                0.00604
                    123,                0.55906,                0.28721,                0.87351,                0.99784,                0.99927,                0.99478,                0.91376,                0.50279,                0.18961,                0.83588,               0.006007,               0.006007,               0.006007
                    124,                0.55725,                 0.2872,                 0.8782,                0.99784,                0.99927,                0.99478,                0.91348,                0.50276,                0.18949,                0.83588,               0.005974,               0.005974,               0.005974
                    125,                0.55561,                0.28393,                0.87549,                0.99792,                0.99927,                0.99478,                0.91362,                0.50274,                0.18919,                0.83589,               0.005941,               0.005941,               0.005941
                    126,                0.55234,                0.28346,                 0.8721,                0.99794,                0.99927,                0.99478,                0.91344,                 0.5028,                0.18885,                0.83587,               0.005908,               0.005908,               0.005908
                    127,                0.55495,                0.28629,                0.87498,                0.99794,                0.99927,                0.99478,                0.91325,                0.50283,                0.18866,                0.83594,               0.005875,               0.005875,               0.005875
                    128,                0.55683,                0.28722,                0.87596,                0.99793,                0.99927,                0.99478,                0.91383,                0.50293,                0.18837,                0.83596,               0.005842,               0.005842,               0.005842
